subject;trial;setSize;setSize.f;target;error;sdt;rTime
2;251;6;6;Absent;No;CR;600
2;252;12;12;Present;No;H;694
2;253;3;3;Present;No;H;484
2;254;18;18;Absent;No;CR;901
2;255;3;3;Present;No;H;493
2;256;3;3;Present;No;H;444
2;257;3;3;Present;No;H;444
2;258;3;3;Absent;No;CR;500
2;259;6;6;Absent;No;CR;640
2;260;12;12;Absent;No;CR;670
2;261;3;3;Present;No;H;508
2;262;6;6;Absent;No;CR;646
2;263;18;18;Present;No;H;517
2;264;18;18;Present;No;H;533
2;265;18;18;Absent;No;CR;629
2;266;12;12;Absent;No;CR;574
2;267;3;3;Absent;No;CR;491
2;268;18;18;Absent;No;CR;596
2;269;18;18;Present;No;H;965
2;270;18;18;Present;No;H;798
2;271;6;6;Absent;No;CR;679
2;272;12;12;Absent;No;CR;526
2;273;6;6;Present;No;H;496
2;274;18;18;Present;No;H;597
2;275;6;6;Absent;No;CR;496
2;276;12;12;Present;No;H;470
2;277;6;6;Absent;No;CR;712
2;278;12;12;Present;No;H;487
2;279;3;3;Absent;No;CR;460
2;280;18;18;Absent;No;CR;685
2;281;6;6;Present;No;H;638
2;282;3;3;Present;No;H;427
2;283;18;18;Absent;No;CR;621
2;284;6;6;Absent;No;CR;584
2;285;12;12;Present;No;H;518
2;286;18;18;Present;No;H;437
2;287;12;12;Present;No;H;478
2;288;6;6;Present;No;H;448
2;289;12;12;Present;No;H;687
2;290;6;6;Absent;No;CR;543
2;291;6;6;Absent;No;CR;526
2;292;6;6;Present;No;H;479
2;293;3;3;Present;No;H;460
2;294;6;6;Present;No;H;543
2;295;18;18;Absent;No;CR;717
2;296;6;6;Present;No;H;688
2;297;18;18;Present;No;H;549
2;298;18;18;Absent;No;CR;660
2;299;18;18;Absent;No;CR;732
2;300;6;6;Absent;No;CR;687
2;1;6;6;Absent;No;CR;658
2;2;6;6;Absent;No;CR;579
2;3;18;18;Present;No;H;499
2;4;18;18;Absent;No;CR;653
2;5;18;18;Present;No;H;501
2;6;6;6;Present;No;H;514
2;7;6;6;Present;No;H;411
2;8;3;3;Absent;No;CR;422
2;9;6;6;Present;No;H;417
2;10;18;18;Absent;No;CR;532
2;11;18;18;Present;No;H;619
2;12;18;18;Absent;No;CR;658
2;13;3;3;Absent;No;CR;430
2;14;18;18;Absent;No;CR;940
2;15;3;3;Present;No;H;494
2;16;3;3;Present;No;H;461
2;17;6;6;Absent;No;CR;522
2;18;12;12;Present;No;H;577
2;19;3;3;Absent;No;CR;445
2;20;18;18;Absent;No;CR;914
2;21;3;3;Absent;No;CR;557
2;22;12;12;Absent;No;CR;586
2;23;18;18;Present;No;H;514
2;24;12;12;Present;No;H;506
2;25;3;3;Absent;No;CR;566
2;26;6;6;Present;No;H;657
2;27;3;3;Present;No;H;406
2;28;3;3;Present;No;H;445
2;29;6;6;Present;No;H;401
2;30;6;6;Absent;No;CR;463
2;31;18;18;Present;No;H;872
2;32;18;18;Absent;No;CR;785
2;33;3;3;Absent;No;CR;564
2;34;12;12;Absent;No;CR;648
2;35;6;6;Absent;No;CR;521
2;36;3;3;Present;No;H;533
2;37;12;12;Absent;No;CR;768
2;38;18;18;Present;No;H;503
2;39;18;18;Present;No;H;567
2;40;12;12;Absent;No;CR;912
2;41;18;18;Absent;No;CR;767
2;42;3;3;Present;No;H;572
2;43;6;6;Present;Yes;M;568
2;44;12;12;Present;No;H;495
2;45;12;12;Absent;No;CR;647
2;46;6;6;Absent;No;CR;616
2;47;12;12;Present;No;H;543
2;48;6;6;Absent;No;CR;544
2;49;6;6;Absent;No;CR;439
2;50;12;12;Present;No;H;575
2;51;3;3;Absent;No;CR;516
2;52;6;6;Absent;No;CR;533
2;53;18;18;Absent;No;CR;564
2;54;3;3;Present;No;H;453
2;55;12;12;Present;No;H;598
2;56;6;6;Absent;No;CR;656
2;57;18;18;Present;No;H;573
2;58;18;18;Absent;No;CR;798
2;59;3;3;Absent;No;CR;524
2;60;3;3;Absent;No;CR;445
2;61;3;3;Present;No;H;508
2;62;6;6;Absent;No;CR;488
2;63;3;3;Present;No;H;404
2;64;18;18;Absent;No;CR;1309
2;65;12;12;Absent;No;CR;526
2;66;3;3;Absent;No;CR;396
2;67;3;3;Present;No;H;484
2;68;18;18;Absent;No;CR;732
2;69;18;18;Absent;No;CR;637
2;70;6;6;Present;No;H;431
2;71;12;12;Present;No;H;454
2;72;12;12;Present;No;H;454
2;73;18;18;Absent;No;CR;548
2;74;6;6;Present;Yes;M;504
2;75;6;6;Present;No;H;447
2;76;12;12;Present;No;H;422
2;77;12;12;Present;No;H;1390
2;78;12;12;Absent;No;CR;797
2;79;6;6;Present;No;H;503
2;80;18;18;Present;No;H;637
2;81;18;18;Present;No;H;550
2;82;18;18;Absent;No;CR;821
2;83;12;12;Present;No;H;575
2;84;12;12;Absent;No;CR;558
2;85;12;12;Present;Yes;M;559
2;86;12;12;Absent;No;CR;526
2;87;3;3;Present;No;H;404
2;88;6;6;Absent;No;CR;544
2;89;3;3;Present;No;H;492
2;90;12;12;Absent;No;CR;638
2;91;6;6;Present;No;H;487
2;92;6;6;Present;No;H;544
2;93;3;3;Absent;No;CR;477
2;94;12;12;Present;No;H;631
2;95;6;6;Absent;No;CR;463
2;96;6;6;Present;No;H;512
2;97;18;18;Present;No;H;1149
2;99;6;6;Absent;No;CR;664
2;100;18;18;Present;No;H;452
2;101;6;6;Present;No;H;505
2;102;6;6;Absent;No;CR;523
2;103;6;6;Present;No;H;459
2;104;3;3;Present;No;H;470
2;105;12;12;Present;No;H;524
2;106;18;18;Present;No;H;956
2;107;18;18;Present;No;H;596
2;108;18;18;Present;No;H;452
2;109;12;12;Absent;No;CR;539
2;110;18;18;Present;No;H;883
2;111;12;12;Present;No;H;531
2;112;12;12;Present;No;H;467
2;113;12;12;Absent;No;CR;610
2;114;6;6;Absent;No;CR;506
2;115;3;3;Present;No;H;526
2;116;3;3;Absent;No;CR;462
2;117;12;12;Absent;No;CR;578
2;118;12;12;Absent;No;CR;522
2;119;12;12;Present;No;H;522
2;120;18;18;Present;No;H;530
2;121;18;18;Present;No;H;568
2;122;6;6;Present;No;H;465
2;123;12;12;Present;No;H;625
2;124;18;18;Present;No;H;529
2;125;12;12;Absent;No;CR;640
2;126;6;6;Absent;No;CR;592
2;127;6;6;Present;No;H;585
2;128;18;18;Absent;No;CR;569
2;129;3;3;Absent;No;CR;453
2;130;3;3;Absent;No;CR;437
2;131;6;6;Absent;No;CR;449
2;132;3;3;Absent;No;CR;605
2;133;3;3;Present;No;H;540
2;134;3;3;Absent;No;CR;621
2;135;3;3;Present;No;H;533
2;136;6;6;Absent;No;CR;576
2;137;6;6;Absent;No;CR;488
2;138;6;6;Absent;No;CR;488
2;139;6;6;Present;No;H;559
2;140;3;3;Present;No;H;468
2;141;18;18;Present;No;H;559
2;142;6;6;Absent;No;CR;497
2;143;3;3;Present;No;H;444
2;144;12;12;Absent;No;CR;583
2;145;6;6;Absent;No;CR;495
2;146;3;3;Absent;No;CR;708
2;147;12;12;Absent;No;CR;581
2;148;3;3;Absent;No;CR;475
2;149;18;18;Present;No;H;469
2;150;6;6;Absent;No;CR;567
2;151;12;12;Absent;No;CR;559
2;152;12;12;Present;No;H;527
2;153;6;6;Absent;No;CR;543
2;154;3;3;Present;No;H;524
2;155;18;18;Present;No;H;965
2;156;6;6;Absent;No;CR;480
2;157;18;18;Present;No;H;565
2;158;3;3;Present;No;H;469
2;159;6;6;Present;No;H;528
2;160;3;3;Present;Yes;M;644
2;161;3;3;Present;No;H;452
2;162;12;12;Absent;No;CR;774
2;163;3;3;Present;No;H;436
2;164;12;12;Present;No;H;502
2;165;12;12;Absent;No;CR;630
2;166;18;18;Absent;No;CR;749
2;167;12;12;Absent;No;CR;503
2;168;18;18;Present;No;H;453
2;169;3;3;Absent;No;CR;476
2;170;18;18;Present;Yes;M;781
2;171;12;12;Absent;No;CR;566
2;172;6;6;Absent;No;CR;655
2;173;6;6;Absent;No;CR;599
2;174;12;12;Absent;No;CR;718
2;175;18;18;Present;No;H;502
2;176;6;6;Present;No;H;480
2;177;18;18;Absent;No;CR;1149
2;178;6;6;Absent;No;CR;551
2;179;3;3;Present;No;H;613
2;180;12;12;Present;No;H;654
2;181;18;18;Present;No;H;550
2;182;3;3;Absent;No;CR;571
2;183;12;12;Absent;No;CR;719
2;184;12;12;Present;No;H;670
2;185;6;6;Absent;No;CR;558
2;186;6;6;Present;No;H;544
2;187;3;3;Present;No;H;437
2;188;18;18;Present;No;H;909
2;189;6;6;Absent;No;CR;519
2;190;6;6;Present;No;H;464
2;191;18;18;Absent;No;CR;662
2;192;3;3;Absent;No;CR;476
2;193;3;3;Present;No;H;628
2;194;6;6;Absent;No;CR;688
2;195;3;3;Present;No;H;540
2;196;12;12;Present;No;H;637
2;197;12;12;Absent;No;CR;502
2;198;18;18;Absent;No;CR;717
2;199;3;3;Present;No;H;484
2;200;18;18;Absent;No;CR;765
2;201;6;6;Absent;No;CR;616
2;202;6;6;Absent;No;CR;463
2;203;6;6;Present;No;H;528
2;204;6;6;Present;No;H;464
2;205;18;18;Present;No;H;541
2;206;3;3;Present;No;H;468
2;207;3;3;Present;No;H;413
2;208;6;6;Absent;No;CR;639
2;209;6;6;Absent;No;CR;559
2;210;18;18;Absent;No;CR;796
2;211;12;12;Present;No;H;535
2;212;12;12;Present;No;H;431
2;213;6;6;Absent;No;CR;528
2;214;3;3;Present;No;H;516
2;215;12;12;Present;No;H;510
2;216;12;12;Absent;No;CR;622
2;217;6;6;Absent;No;CR;447
2;218;18;18;Absent;No;CR;765
2;219;12;12;Present;No;H;462
2;220;6;6;Absent;No;CR;464
2;221;18;18;Absent;No;CR;605
2;222;18;18;Present;No;H;493
2;223;3;3;Present;No;H;589
2;224;6;6;Present;No;H;511
2;225;6;6;Present;No;H;472
2;226;6;6;Present;No;H;416
2;227;3;3;Absent;No;CR;468
2;228;12;12;Present;No;H;414
2;229;12;12;Absent;No;CR;582
2;230;6;6;Present;No;H;431
2;231;12;12;Absent;No;CR;526
2;232;3;3;Absent;No;CR;420
2;233;18;18;Present;No;H;765
2;234;6;6;Absent;No;CR;535
2;235;3;3;Absent;No;CR;444
2;236;18;18;Present;No;H;533
2;237;18;18;Absent;No;CR;805
2;238;18;18;Present;No;H;581
2;239;6;6;Absent;No;CR;424
2;240;12;12;Absent;No;CR;630
2;241;3;3;Present;No;H;460
2;242;6;6;Absent;No;CR;519
2;243;12;12;Absent;No;CR;526
2;244;18;18;Present;No;H;525
2;245;12;12;Present;No;H;486
2;246;18;18;Present;Yes;M;709
2;247;3;3;Present;No;H;500
2;248;3;3;Present;No;H;509
2;249;18;18;Absent;No;CR;621
2;250;18;18;Present;No;H;590
2;251;6;6;Present;No;H;495
2;252;12;12;Absent;No;CR;623
2;253;12;12;Present;No;H;526
2;254;3;3;Absent;No;CR;636
2;255;12;12;Present;No;H;526
2;256;6;6;Present;No;H;559
2;257;3;3;Absent;No;CR;676
2;258;18;18;Present;No;H;598
2;259;18;18;Absent;No;CR;805
2;260;6;6;Absent;No;CR;528
2;261;6;6;Absent;No;CR;543
2;262;12;12;Present;No;H;511
2;263;18;18;Present;No;H;605
2;264;6;6;Absent;No;CR;455
2;265;3;3;Present;No;H;428
2;266;3;3;Present;No;H;428
2;267;3;3;Present;Yes;M;452
2;268;18;18;Absent;No;CR;869
2;269;12;12;Present;No;H;462
2;270;18;18;Absent;No;CR;683
2;271;12;12;Absent;No;CR;487
2;272;18;18;Present;No;H;549
2;273;18;18;Present;No;H;533
2;274;12;12;Present;No;H;559
2;275;18;18;Present;No;H;549
2;276;12;12;Absent;No;CR;566
2;277;3;3;Present;No;H;476
2;278;18;18;Absent;No;CR;709
2;279;3;3;Absent;No;CR;460
2;280;6;6;Absent;No;CR;600
2;281;12;12;Absent;No;CR;735
2;282;18;18;Present;No;H;741
2;283;6;6;Absent;No;CR;575
2;284;18;18;Present;No;H;1077
2;285;18;18;Absent;No;CR;708
2;286;6;6;Present;No;H;455
2;287;12;12;Absent;No;CR;598
2;288;6;6;Present;No;H;471
2;289;12;12;Present;No;H;502
2;290;12;12;Absent;No;CR;606
2;291;6;6;Present;No;H;456
2;292;12;12;Present;No;H;502
2;293;18;18;Absent;No;CR;685
2;294;6;6;Present;No;H;448
2;295;3;3;Present;No;H;492
2;296;3;3;Present;No;H;437
2;297;12;12;Absent;No;CR;654
2;298;6;6;Absent;No;CR;471
2;299;6;6;Present;No;H;696
2;300;6;6;Absent;No;CR;760
2;1;3;3;Absent;No;CR;561
2;2;6;6;Absent;No;CR;488
2;3;6;6;Present;No;H;530
2;4;18;18;Present;No;H;549
2;5;18;18;Present;No;H;509
2;6;6;6;Absent;No;CR;546
2;7;3;3;Absent;No;CR;877
2;8;18;18;Absent;No;CR;531
2;9;18;18;Present;No;H;555
2;10;3;3;Absent;No;CR;421
2;11;12;12;Absent;No;CR;586
2;12;3;3;Present;No;H;613
2;13;12;12;Absent;No;CR;576
2;14;6;6;Absent;No;CR;561
2;15;18;18;Present;No;H;603
2;16;18;18;Present;No;H;531
2;17;3;3;Absent;No;CR;501
2;18;18;18;Present;No;H;553
2;19;6;6;Absent;No;CR;449
2;20;12;12;Present;No;H;441
2;21;6;6;Present;No;H;441
2;22;6;6;Present;No;H;488
2;23;18;18;Absent;No;CR;640
2;24;3;3;Absent;No;CR;484
2;25;12;12;Present;No;H;497
2;26;3;3;Absent;No;CR;445
2;27;3;3;Present;No;H;436
2;28;3;3;Absent;No;CR;427
2;29;6;6;Present;No;H;471
2;30;18;18;Absent;No;CR;927
2;31;3;3;Present;Yes;M;549
2;32;6;6;Present;No;H;448
2;33;3;3;Present;No;H;396
2;34;3;3;Absent;No;CR;466
2;35;6;6;Present;No;H;487
2;36;6;6;Absent;No;CR;575
2;37;3;3;Present;No;H;444
2;38;18;18;Present;No;H;838
2;39;18;18;Absent;No;CR;686
2;40;6;6;Absent;No;CR;575
2;41;12;12;Absent;No;CR;702
2;42;3;3;Absent;No;CR;483
2;43;12;12;Absent;No;CR;654
2;44;3;3;Present;No;H;459
2;45;6;6;Absent;No;CR;526
2;46;12;12;Absent;No;CR;605
2;47;3;3;Present;No;H;459
2;48;3;3;Present;No;H;523
2;49;6;6;Present;No;H;519
2;50;18;18;Absent;No;CR;1091
2;51;3;3;Absent;No;CR;507
2;52;18;18;Absent;No;CR;659
2;53;6;6;Present;No;H;551
2;54;12;12;Absent;No;CR;597
2;55;3;3;Present;No;H;579
2;56;3;3;Absent;No;CR;467
2;57;3;3;Absent;No;CR;467
2;58;12;12;Present;No;H;470
2;59;18;18;Absent;No;CR;580
2;60;3;3;Absent;No;CR;491
2;61;18;18;Absent;No;CR;595
2;62;12;12;Present;No;H;678
2;63;6;6;Present;No;H;543
2;64;3;3;Present;No;H;579
2;65;18;18;Present;No;H;523
2;66;3;3;Present;No;H;442
2;67;3;3;Absent;No;CR;499
2;68;18;18;Present;No;H;509
2;69;18;18;Absent;No;CR;733
2;70;3;3;Absent;No;CR;467
2;71;3;3;Absent;No;CR;482
2;72;18;18;Absent;No;CR;588
2;73;12;12;Present;No;H;622
2;74;18;18;Absent;No;CR;557
2;75;6;6;Absent;No;CR;527
2;76;3;3;Present;No;H;579
2;77;12;12;Absent;No;CR;597
2;78;3;3;Absent;No;CR;427
2;79;12;12;Present;No;H;534
2;80;3;3;Present;No;H;476
2;81;3;3;Absent;No;CR;644
2;82;18;18;Absent;No;CR;802
2;83;12;12;Present;No;H;660
2;84;18;18;Absent;No;CR;636
2;85;12;12;Present;No;H;693
2;86;18;18;Present;No;H;692
2;87;12;12;Present;No;H;645
2;88;3;3;Absent;No;CR;555
2;89;6;6;Absent;No;CR;519
2;90;3;3;Present;No;H;515
2;91;18;18;Present;Yes;M;829
2;92;6;6;Absent;No;CR;510
2;93;6;6;Present;No;H;414
2;94;3;3;Present;No;H;467
2;95;12;12;Absent;No;CR;597
2;96;12;12;Absent;No;CR;582
2;97;3;3;Present;No;H;539
2;98;6;6;Absent;No;CR;750
2;99;12;12;Present;No;H;637
2;100;3;3;Present;No;H;500
2;101;3;3;Present;No;H;452
2;102;12;12;Absent;No;CR;670
2;103;18;18;Present;No;H;708
2;104;3;3;Absent;No;CR;459
2;105;18;18;Absent;No;CR;708
2;106;6;6;Absent;No;CR;527
2;107;18;18;Absent;No;CR;844
2;108;6;6;Present;No;H;470
2;109;12;12;Present;No;H;533
2;110;12;12;Present;No;H;838
2;111;18;18;Absent;No;CR;628
2;112;3;3;Absent;No;CR;476
2;113;3;3;Absent;No;CR;443
2;114;12;12;Absent;No;CR;580
2;115;18;18;Absent;No;CR;667
2;116;18;18;Absent;No;CR;651
2;117;6;6;Absent;No;CR;446
2;118;12;12;Absent;No;CR;532
2;119;18;18;Present;No;H;595
2;120;12;12;Absent;No;CR;749
2;121;12;12;Absent;No;CR;526
2;122;12;12;Absent;No;CR;454
2;123;18;18;Present;No;H;741
2;124;18;18;Present;No;H;427
2;125;18;18;Present;No;H;483
2;126;18;18;Absent;No;CR;804
2;127;12;12;Absent;No;CR;566
2;128;3;3;Present;No;H;556
2;129;12;12;Absent;No;CR;606
2;130;12;12;Present;No;H;525
2;131;3;3;Present;No;H;515
2;132;6;6;Absent;No;CR;575
2;133;12;12;Absent;No;CR;662
2;134;6;6;Absent;No;CR;551
2;135;18;18;Absent;No;CR;771
2;136;3;3;Present;No;H;523
2;137;18;18;Present;No;H;708
2;138;6;6;Present;No;H;559
2;139;12;12;Present;No;H;550
2;140;12;12;Absent;No;CR;653
2;141;18;18;Present;No;H;548
2;142;12;12;Absent;No;CR;557
2;143;3;3;Absent;No;CR;516
2;144;6;6;Absent;No;CR;479
2;145;18;18;Present;No;H;492
2;146;6;6;Absent;No;CR;509
2;147;6;6;Absent;No;CR;542
2;148;12;12;Absent;No;CR;574
2;149;6;6;Present;No;H;471
2;150;3;3;Absent;No;CR;434
2;151;18;18;Present;No;H;452
2;152;18;18;Absent;No;CR;611
2;153;6;6;Present;No;H;428
2;154;18;18;Present;No;H;621
2;155;6;6;Present;No;H;439
2;156;3;3;Absent;No;CR;1347
2;157;6;6;Absent;No;CR;670
2;158;3;3;Absent;No;CR;451
2;159;6;6;Absent;No;CR;431
2;160;18;18;Absent;No;CR;580
2;161;6;6;Absent;No;CR;454
2;162;12;12;Present;Yes;M;700
2;163;3;3;Absent;No;CR;523
2;164;12;12;Present;No;H;549
2;165;12;12;Present;No;H;446
2;166;6;6;Present;No;H;463
2;167;18;18;Present;No;H;499
2;168;6;6;Absent;No;CR;598
2;169;12;12;Absent;No;CR;733
2;170;18;18;Absent;No;CR;645
2;171;3;3;Absent;No;CR;483
2;172;3;3;Present;No;H;570
2;173;3;3;Present;No;H;585
2;174;3;3;Present;No;H;491
2;175;6;6;Absent;No;CR;823
2;176;18;18;Absent;No;CR;892
2;177;18;18;Absent;No;CR;635
2;178;6;6;Absent;No;CR;582
2;179;3;3;Absent;No;CR;427
2;180;6;6;Present;No;H;639
2;181;18;18;Absent;No;CR;685
2;182;6;6;Absent;No;CR;455
2;183;18;18;Present;No;H;612
2;184;18;18;Present;No;H;563
2;185;3;3;Absent;No;CR;451
2;186;18;18;Absent;No;CR;589
2;187;18;18;Absent;No;CR;589
2;188;18;18;Absent;No;CR;531
2;189;18;18;Present;No;H;675
2;190;6;6;Present;No;H;479
2;191;3;3;Absent;No;CR;436
2;192;12;12;Absent;No;CR;566
2;193;18;18;Present;No;H;588
2;194;6;6;Present;No;H;502
2;195;3;3;Present;No;H;428
2;196;6;6;Present;No;H;431
2;197;3;3;Present;No;H;676
2;198;18;18;Present;No;H;780
2;199;18;18;Present;No;H;659
2;200;3;3;Absent;No;CR;762
2;201;12;12;Absent;No;CR;621
2;202;6;6;Present;No;H;575
2;203;6;6;Absent;No;CR;711
2;204;3;3;Absent;No;CR;499
2;205;6;6;Present;No;H;558
2;206;3;3;Absent;No;CR;451
2;207;6;6;Present;No;H;431
2;208;3;3;Absent;No;CR;490
2;209;3;3;Present;No;H;459
2;210;3;3;Present;No;H;571
2;211;12;12;Absent;No;CR;653
2;212;12;12;Absent;No;CR;597
2;213;6;6;Absent;No;CR;520
2;214;6;6;Present;No;H;510
2;215;3;3;Present;No;H;403
2;216;3;3;Present;No;H;507
2;217;18;18;Present;No;H;524
2;218;18;18;Absent;No;CR;533
2;219;12;12;Absent;No;CR;566
2;220;6;6;Present;No;H;495
2;221;12;12;Present;No;H;405
2;222;12;12;Present;No;H;405
2;223;12;12;Absent;No;CR;550
2;224;12;12;Present;No;H;702
2;225;6;6;Absent;No;CR;574
2;226;18;18;Present;No;H;452
2;227;12;12;Absent;No;CR;1821
2;228;6;6;Absent;No;CR;534
2;229;12;12;Absent;No;CR;518
2;230;12;12;Present;No;H;556
2;231;3;3;Absent;No;CR;522
2;232;12;12;Absent;No;CR;629
2;233;6;6;Absent;No;CR;494
2;234;6;6;Absent;No;CR;630
2;235;6;6;Present;No;H;807
2;236;18;18;Absent;No;CR;627
2;237;18;18;Present;No;H;619
2;238;6;6;Absent;No;CR;631
2;239;18;18;Present;No;H;573
2;240;3;3;Present;No;H;532
2;241;3;3;Absent;No;CR;587
2;242;12;12;Absent;No;CR;557
2;243;3;3;Present;No;H;475
2;244;12;12;Present;No;H;502
2;245;3;3;Absent;No;CR;620
2;246;18;18;Absent;No;CR;580
2;247;18;18;Present;No;H;556
2;248;6;6;Absent;No;CR;462
2;249;6;6;Present;No;H;518
2;250;6;6;Absent;No;CR;615
2;251;3;3;Absent;No;CR;443
2;252;12;12;Absent;No;CR;685
2;253;3;3;Present;No;H;619
2;254;3;3;Present;No;H;540
2;255;6;6;Absent;No;CR;583
2;256;12;12;Present;No;H;508
2;257;12;12;Present;No;H;573
2;258;18;18;Absent;No;CR;660
2;259;18;18;Absent;No;CR;667
2;260;12;12;Present;No;H;709
2;261;6;6;Present;No;H;600
2;262;12;12;Absent;No;CR;574
2;263;18;18;Present;No;H;588
2;264;3;3;Present;No;H;523
2;265;3;3;Absent;No;CR;444
2;266;18;18;Absent;No;CR;621
2;267;3;3;Absent;No;CR;827
2;268;3;3;Absent;No;CR;547
2;269;3;3;Absent;No;CR;451
2;270;12;12;Present;No;H;581
2;271;12;12;Absent;No;CR;590
2;272;6;6;Absent;No;CR;447
2;273;18;18;Present;No;H;548
2;274;3;3;Absent;No;CR;435
2;275;12;12;Absent;No;CR;477
2;276;18;18;Absent;No;CR;675
2;277;6;6;Absent;No;CR;551
2;278;12;12;Absent;No;CR;541
2;279;6;6;Present;No;H;422
2;280;6;6;Absent;No;CR;518
2;281;6;6;Present;No;H;519
2;282;3;3;Absent;No;CR;468
2;283;18;18;Present;No;H;501
2;284;6;6;Absent;No;CR;485
2;285;18;18;Present;No;H;515
2;286;12;12;Absent;No;CR;589
2;287;6;6;Absent;No;CR;487
2;288;12;12;Absent;No;CR;550
2;289;18;18;Absent;No;CR;626
2;290;6;6;Present;No;H;598
2;291;3;3;Absent;No;CR;563
2;292;6;6;Present;No;H;439
2;293;3;3;Present;No;H;579
2;294;3;3;Present;No;H;475
2;295;18;18;Absent;No;CR;627
2;296;12;12;Absent;No;CR;533
2;297;6;6;Absent;No;CR;535
2;298;6;6;Present;No;H;479
2;299;3;3;Present;No;H;436
2;300;18;18;Present;No;H;645
2;1;3;3;Present;No;H;552
2;2;18;18;Present;No;H;458
2;3;3;3;Absent;No;CR;493
2;4;18;18;Absent;No;CR;645
2;5;12;12;Absent;No;CR;1219
2;6;12;12;Present;No;H;556
2;7;18;18;Present;No;H;451
2;8;3;3;Absent;No;CR;509
2;9;12;12;Absent;No;CR;667
2;10;12;12;Present;No;H;778
2;11;6;6;Absent;No;CR;585
2;12;3;3;Absent;No;CR;477
2;13;12;12;Present;No;H;578
2;14;3;3;Present;No;H;764
2;15;3;3;Present;No;H;541
2;16;18;18;Present;No;H;499
2;17;12;12;Present;No;H;657
2;18;3;3;Absent;No;CR;580
2;19;12;12;Absent;No;CR;665
2;20;18;18;Absent;No;CR;586
2;21;3;3;Present;No;H;493
2;22;6;6;Absent;No;CR;567
2;23;3;3;Absent;No;CR;484
2;24;18;18;Present;No;H;544
2;25;18;18;Absent;No;CR;641
2;26;6;6;Absent;No;CR;705
2;27;18;18;Present;Yes;M;672
2;28;18;18;Present;No;H;456
2;29;3;3;Present;No;H;436
2;30;12;12;Present;No;H;584
2;31;3;3;Absent;No;CR;420
2;32;6;6;Present;No;H;465
2;33;12;12;Present;No;H;463
2;34;6;6;Absent;No;CR;663
2;35;3;3;Present;No;H;659
2;36;18;18;Present;No;H;479
2;37;12;12;Absent;No;CR;647
2;38;6;6;Absent;No;CR;511
2;39;6;6;Absent;No;CR;511
2;40;12;12;Absent;No;CR;582
2;41;12;12;Absent;No;CR;663
2;42;12;12;Present;No;H;590
2;43;6;6;Present;No;H;438
2;44;3;3;Present;No;H;492
2;45;3;3;Present;No;H;443
2;46;12;12;Present;No;H;573
2;47;3;3;Absent;No;CR;483
2;48;18;18;Absent;No;CR;781
2;49;12;12;Absent;No;CR;558
2;50;12;12;Absent;No;CR;509
2;51;18;18;Present;No;H;524
2;52;6;6;Absent;No;CR;591
2;53;12;12;Absent;No;CR;566
2;54;12;12;Absent;No;CR;494
2;55;3;3;Absent;No;CR;443
2;56;3;3;Absent;No;CR;451
2;57;18;18;Absent;No;CR;500
2;58;18;18;Absent;No;CR;428
2;59;6;6;Absent;No;CR;415
2;60;3;3;Absent;No;CR;403
2;61;18;18;Present;No;H;579
2;62;12;12;Present;No;H;508
2;63;3;3;Absent;No;CR;579
2;64;6;6;Present;No;H;823
2;65;12;12;Absent;No;CR;566
2;66;6;6;Absent;No;CR;478
2;67;3;3;Absent;No;CR;371
2;68;12;12;Present;No;H;694
2;69;12;12;Present;No;H;502
2;70;6;6;Present;No;H;575
2;71;18;18;Present;No;H;516
2;72;3;3;Absent;No;CR;466
2;73;18;18;Present;No;H;572
2;74;12;12;Absent;No;CR;549
2;75;3;3;Absent;No;CR;484
2;76;12;12;Absent;No;CR;622
2;77;3;3;Present;No;H;570
2;78;3;3;Present;No;H;459
2;79;3;3;Absent;No;CR;404
2;80;6;6;Absent;No;CR;647
2;81;12;12;Present;No;H;430
2;82;6;6;Present;No;H;462
2;83;12;12;Absent;No;CR;549
2;84;6;6;Absent;No;CR;495
2;85;12;12;Present;No;H;550
2;86;12;12;Present;No;H;549
2;87;6;6;Absent;No;CR;517
2;88;6;6;Absent;No;CR;510
2;89;12;12;Present;No;H;438
2;90;6;6;Absent;No;CR;543
2;91;18;18;Present;No;H;459
2;92;18;18;Absent;No;CR;509
2;93;3;3;Present;No;H;483
2;94;6;6;Absent;No;CR;470
2;95;12;12;Present;No;H;509
2;96;18;18;Absent;No;CR;564
2;97;12;12;Absent;No;CR;477
2;98;6;6;Absent;No;CR;478
2;99;6;6;Present;No;H;591
2;100;18;18;Absent;No;CR;572
2;101;3;3;Absent;No;CR;772
2;102;12;12;Absent;No;CR;630
2;103;6;6;Absent;No;CR;526
2;104;18;18;Present;No;H;516
2;105;6;6;Present;No;H;438
2;106;6;6;Present;No;H;535
2;107;6;6;Present;No;H;559
2;108;6;6;Present;No;H;447
2;109;18;18;Present;No;H;491
2;110;12;12;Absent;No;CR;541
2;111;6;6;Present;No;H;504
2;112;6;6;Present;No;H;543
2;113;12;12;Absent;No;CR;1630
2;114;6;6;Present;Yes;M;525
2;115;6;6;Present;No;H;494
2;116;6;6;Present;No;H;455
2;117;18;18;Present;No;H;461
2;118;18;18;Present;No;H;411
2;119;12;12;Present;No;H;981
2;120;6;6;Present;No;H;470
2;121;3;3;Absent;No;CR;435
2;122;12;12;Absent;No;CR;606
2;123;12;12;Absent;No;CR;566
2;124;3;3;Present;No;H;459
